"<ID>";"classe du verbe";"<OPT>V";"<ENT>N";"N0 =: N-hum";"Det =: le";"Det =: un-Modif";"N0 faire un N Modif de (le+ce+son) N1";"N0 faire un N Modif de N1";"Det =: un";"N0 faire un N";"Det =: des";"N0 faire des N";"N0 faire du N";"N1 =: Nhum";"N1 =: N-hum";"N0 faire Det N de N1 à N2";"N0 faire Det N à N2";"N0 se faire Det N de N1";"GN =: le N de N0";"GN =: le N de N0 à N2";"GN =: le N de N1";"Exemple Base1";"Exemple Autre1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"313";"37m";"rembourrer";"rembourrage";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"+";"~";"~"
"314";"36dt";"rembourser";"remboursement";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"+";"~";"~"
"315";"38l";"remonter";"remontage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"316";"2";"remonter";"remontée";"-";"+";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"317";"37m";"rempailler";"rempaillage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"318";"32ra";"remplir";"remplissage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"319";"38l";"renverser";"renversement";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"320";"32c";"réparer";"réparation";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"+";"+";"-";"-";"-";"+";"~";"~"
"321";"37e";"repasser";"repassage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"322";"37m";"repiquer";"repiquage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"323";"37m";"replâtrer";"replâtrage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"324";"37m";"repriser";"reprisage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"325";"32r";"réquisitionner";"réquisition";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"326";"37m";"ressemeler";"ressemelage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"327";"37m";"revêtir";"revêtement";"-";"+";"-";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"~";"~"
"328";"32c";"réviser";"révision";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"329";"37e";"rincer";"rinçage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"330";"36sl";"riveter";"rivetage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"331";"11";"roder";"rodage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"~";"~"
"332";"32r";"saboter";"sabotage";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"333";"37e";"sarcler";"sarclage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"334";"37m";"savonner";"savonnage";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"335";"37e";"scalper";"scalp";"-";"+";"+";"+";"+";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"~";"~"
"336";"37m";"scander";"scansion";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"337";"32a";"sculpter";"sculpture";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"+";"-";"+";"~";"~"
"338";"32ra";"sécher";"séchage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"339";"37e";"sevrer";"sevrage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"~";"~"
"340";"9";"signaler";"signalement";"-";"+";"+";"+";"+";"+";"+";"+";"+";"-";"+";"-";"+";"-";"-";"-";"+";"+";"~";"~"
"341";"32ra";"simplifier";"simplification";"+";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"342";"32ra";"sonoriser";"sonorisation";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"+";"-";"+";"-";"+";"~";"~"
"343";"32ra";"stériliser";"stérilisation";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"344";"38m";"stocker";"stock";"-";"-";"+";"-";"+";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"+";"-";"+";"~";"~"
"345";"37m";"structurer";"structuration";"+";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"346";"32c";"styliser";"stylisation";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"347";"37m";"sulfater";"sulfatage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"348";"37m";"surfiler";"surfilage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"349";"32c";"survoler";"survol";"-";"+";"+";"+";"-";"+";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"350";"37m";"suturer";"suture";"-";"+";"+";"-";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"351";"37e";"tailler";"tailler";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"+";"~";"~"
"352";"37m";"talquer";"talcage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"353";"32c";"tamiser";"tamisage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"354";"37m";"tamponner";"tamponnage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"355";"32c";"tanner";"tannage";"-";"+";"+";"+";"-";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"356";"37m";"tapisser";"tapissage";"-";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"357";"37m";"tatouer";"tatouage";"+";"+";"+";"-";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"358";"37m";"timbrer";"timbrage";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"359";"37m";"tisser";"tissage";"-";"+";"+";"+";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"360";"37e";"tondre";"tonte";"-";"+";"+";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"361";"37e";"torcher";"torchage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"362";"37m";"torpiller";"torpillage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"363";"32a";"tourner";"tournage";"-";"+";"+";"+";"+";"-";"+";"+";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"364";"37e";"traire";"traite";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"365";"4";"transporter";"transport";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"366";"32cv";"travestir";"travestissement";"-";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"367";"32a";"tresser";"tressage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"368";"36s";"trier";"tri";"-";"+";"+";"+";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"369";"36s";"trier";"triage";"-";"+";"+";"+";"+";"-";"-";"+";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"370";"32r";"truquer";"trucage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"+";"-";"+";"-";"+";"~";"~"
"371";"32ra";"urbaniser";"urbanisation";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"372";"32a";"usiner";"usinage";"-";"+";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"373";"37m";"vernir";"vernissage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"374";"37m";"verrouiller";"verrouillage";"+";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"+";"-";"+";"~";"~"
"375";"37e";"vider";"vidage";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"376";"37e";"vidanger";"vidange";"-";"+";"+";"+";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"377";"36sl";"visser";"vissage";"-";"+";"+";"+";"+";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"378";"37m";"vitrifier";"vitrification";"-";"+";"+";"+";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"
"379";"37m";"voiler";"voilage";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"-";"-";"-";"-";"-";"+";"~";"~"

