"<ID>";"N0 =: N-hum";"donner = accorder";"donner = adresser";"donner = apporter";"donner = faire";"donner = passer";"donner = flanquer";"<ENT>N";"Det figé";"autre Det";"Det =: un";"Det =: un-Modif";"Det =: du";"Det =: des";"Det =: le-Modif";"N1 =: Nhum";"N1 =: N-hum";"N0 et N1 se donner Det N";"GN =: le N de N0 à N1";"recevoir = avoir";"recevoir = encourir";"recevoir = essuyer";"recevoir = obtenir";"recevoir = percevoir";"recevoir = prendre";"recevoir = tenir";"recevoir = toucher";"Exemple Base1";"Exemple Autre1";"Exemple Autre2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"232";"-";"+";"-";"-";"-";"+";"-";"permis";"-";"le";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"233";"+";"+";"-";"-";"-";"-";"-";"permission";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"234";"-";"-";"-";"-";"-";"+";"+";"pichenette";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"235";"-";"-";"-";"-";"-";"-";"-";"pièce";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"236";"-";"-";"-";"-";"-";"+";"+";"pilule";"-";"la";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"237";"-";"-";"-";"-";"-";"+";"+";"piquette";"-";"la";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"238";"+";"-";"-";"+";"-";"-";"-";"place";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"239";"+";"-";"-";"+";"+";"-";"-";"plaisir";"-";"-";"-";"+";"+";"-";"+";"+";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"240";"-";"-";"-";"-";"-";"+";"+";"plumée";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"~";"~";"~"
"241";"+";"+";"-";"-";"-";"-";"-";"portefeuille";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"242";"+";"+";"-";"-";"-";"-";"-";"possibilité";"-";"-";"-";"+";"-";"-";"+";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"243";"+";"+";"-";"-";"+";"-";"-";"possibilités";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"244";"+";"-";"-";"+";"-";"-";"-";"poste";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"245";"-";"-";"+";"-";"+";"+";"+";"poulet";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"246";"-";"+";"-";"+";"-";"+";"-";"pourboire";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"~";"~";"~"
"247";"-";"+";"-";"+";"-";"+";"-";"pourcentage";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"+";"+";"~";"~";"~"
"248";"-";"+";"-";"-";"-";"-";"-";"pourpre";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"249";"+";"-";"-";"+";"-";"+";"-";"pouvoir";"le";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"250";"+";"+";"-";"-";"-";"-";"-";"pouvoir";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"251";"-";"-";"+";"-";"-";"-";"-";"préavis";"-";"-";"-";"+";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"252";"-";"+";"-";"-";"-";"-";"-";"prébende";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~"
"253";"-";"-";"+";"-";"-";"+";"-";"précepte";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"254";"+";"-";"-";"+";"-";"-";"-";"précisions";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"255";"-";"+";"-";"-";"-";"-";"-";"prémices de N";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"256";"+";"+";"-";"-";"+";"-";"-";"prérogative";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"257";"-";"+";"-";"-";"-";"-";"-";"présalaire";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"+";"+";"~";"~";"~"
"258";"+";"-";"-";"-";"-";"-";"-";"préséance";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"259";"-";"-";"-";"-";"-";"-";"-";"présidence";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"260";"-";"-";"-";"-";"+";"-";"-";"prestation";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"261";"+";"+";"-";"-";"-";"-";"-";"primauté";"-";"la";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"262";"+";"+";"-";"+";"+";"-";"-";"prime";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"+";"+";"~";"~";"~"
"263";"+";"+";"-";"-";"-";"+";"-";"priorité";"-";"la";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"264";"+";"+";"-";"+";"+";"-";"-";"privilège";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"+";"~";"~";"~"
"265";"+";"+";"-";"-";"-";"-";"-";"prix";"-";"le";"-";"+";"-";"-";"+";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~"
"266";"-";"-";"-";"-";"-";"+";"-";"procuration";"-";"<E>";"+";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"267";"+";"+";"-";"+";"-";"-";"-";"profit";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"268";"+";"+";"-";"+";"-";"-";"-";"promotion";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"269";"-";"-";"-";"-";"-";"-";"-";"pseudonyme";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"270";"+";"-";"-";"-";"-";"-";"-";"qualification";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"271";"+";"-";"-";"-";"-";"-";"-";"qualité";"<E>";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"272";"-";"+";"-";"-";"-";"-";"-";"quitus";"-";"<E>";"+";"-";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"273";"-";"-";"-";"-";"-";"+";"+";"raclée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"274";"-";"+";"-";"+";"-";"-";"-";"rallonge";"-";"-";"+";"-";"-";"-";"-";"+";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"275";"-";"-";"-";"-";"-";"+";"-";"ramponneau";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"276";"-";"-";"-";"-";"-";"-";"-";"rançon";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~"
"277";"-";"-";"-";"-";"-";"+";"+";"ratatouille";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"278";"-";"-";"-";"+";"-";"-";"-";"ration";"-";"Poss2";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+  ";"~";"~";"~"
"279";"-";"+";"-";"-";"+";"-";"-";"reçu";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~"
"280";"-";"-";"-";"-";"-";"+";"-";"relais";"le";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"281";"+";"-";"-";"+";"-";"-";"-";"rémission";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"282";"-";"+";"-";"+";"-";"-";"-";"renforts";"-";"-";"-";"+";"-";"+";"+";"+";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"283";"+";"-";"-";"+";"-";"-";"-";"repère";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"284";"+";"-";"-";"+";"-";"-";"-";"répit";"-";"-";"-";"+";"+";"-";"-";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"285";"-";"-";"-";"-";"-";"-";"-";"réplique";"la";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"286";"+";"-";"-";"-";"-";"+";"-";"responsabilité";"-";"-";"-";"+";"-";"-";"+";"+";"-";"+";"-";"+";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"287";"-";"-";"-";"-";"-";"-";"-";"résultats";"-";"les";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"288";"-";"-";"-";"-";"-";"-";"+";"retenue";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"~";"~";"~"
"289";"-";"-";"-";"+";"-";"-";"-";"retraite";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"290";"+";"+";"-";"-";"-";"-";"-";"rîle";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"291";"-";"-";"-";"-";"-";"+";"+";"rincée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"292";"+";"+";"-";"-";"-";"-";"-";"rosette";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"293";"-";"-";"-";"-";"-";"+";"+";"roulée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"294";"-";"-";"-";"-";"-";"+";"+";"rouste";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"295";"-";"-";"-";"+";"-";"-";"-";"royalties";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"+";"+";"~";"~";"~"
"296";"-";"+";"-";"-";"-";"-";"-";"sacerdoce";"le";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"297";"-";"+";"-";"-";"-";"-";"-";"sacrement";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"298";"+";"+";"-";"+";"-";"-";"-";"salaire";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"299";"+";"-";"-";"+";"-";"-";"-";"satisfaction";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"300";"-";"+";"+";"-";"-";"-";"-";"satisfecit";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"301";"-";"+";"-";"-";"-";"-";"-";"sceptre";"le";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"~";"~";"~"
"302";"-";"-";"-";"-";"-";"-";"-";"schlague";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"303";"-";"+";"-";"+";"+";"-";"-";"sépulture";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"304";"-";"-";"-";"-";"+";"-";"-";"sérénade";"-";"la";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"305";"-";"+";"-";"+";"-";"-";"-";"sigle";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"306";"+";"-";"+";"-";"-";"+";"-";"signal";"-";"le";"+";"-";"-";"-";"+";"+";"-";"+";"+";"-";"-";"-";"-";"+";"-";"-";"-";"~";"~";"~"
"307";"-";"-";"-";"+";"+";"-";"-";"signalement";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"308";"+";"-";"-";"-";"-";"-";"-";"signification";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"309";"-";"+";"-";"-";"+";"-";"-";"sinécure";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"310";"-";"-";"-";"-";"-";"-";"-";"sobriquet";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"~";"~";"~"
"311";"-";"+";"-";"-";"-";"-";"-";"solde";"-";"Poss2";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"312";"-";"+";"-";"-";"-";"-";"-";"souveraineté";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"313";"+";"+";"-";"+";"-";"-";"-";"statut";"-";"Poss2";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"314";"-";"-";"-";"-";"+";"-";"-";"statuts";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"315";"+";"-";"-";"-";"-";"-";"-";"strapontin";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"316";"-";"+";"-";"+";"-";"-";"-";"subsides";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"+";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"317";"-";"+";"-";"-";"-";"+";"-";"succession";"-";"Poss0";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"+";"-";"-";"~";"~";"~"
"318";"-";"+";"-";"+";"-";"-";"-";"suffrage";"-";"Poss0";"-";"+";"-";"-";"+";"+";"+";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"319";"+";"-";"-";"+";"-";"-";"-";"suite";"-";"<E>";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"320";"-";"+";"-";"-";"-";"-";"-";"suppléance";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"321";"+";"-";"-";"+";"-";"-";"-";"surcharge";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"322";"+";"-";"-";"-";"-";"+";"-";"surnom";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"323";"+";"+";"-";"+";"-";"-";"-";"sursis";"-";"-";"+";"-";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"324";"-";"-";"-";"-";"-";"+";"-";"tabac";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"325";"-";"-";"-";"+";"-";"-";"-";"tâche";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"326";"-";"-";"-";"-";"-";"+";"+";"talmouse";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"327";"-";"-";"-";"-";"-";"+";"+";"tannée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"328";"-";"-";"-";"-";"-";"+";"+";"taquet";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"329";"-";"-";"-";"-";"-";"+";"+";"tarte";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"330";"-";"-";"-";"-";"-";"+";"+";"tartouille";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"331";"-";"-";"-";"-";"-";"+";"+";"taugnée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"332";"-";"-";"-";"-";"-";"+";"-";"témoin";"le";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"333";"+";"+";"-";"+";"-";"-";"-";"titre";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"~";"~";"~"
"334";"-";"+";"-";"-";"-";"-";"-";"tonsure";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"335";"-";"-";"-";"-";"-";"+";"+";"torchée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"336";"-";"-";"-";"-";"-";"+";"+";"torgnole";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"337";"-";"-";"-";"-";"-";"+";"+";"tournée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"338";"+";"+";"-";"-";"-";"-";"-";"traitement";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+  ";"~";"~";"~"
"339";"+";"-";"-";"+";"-";"+";"-";"travail";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"340";"-";"-";"-";"-";"-";"+";"+";"trempe";"-";"la";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"341";"-";"-";"-";"-";"-";"-";"-";"tribut";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"342";"-";"-";"-";"-";"-";"+";"+";"tripotée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"343";"-";"-";"-";"-";"-";"-";"-";"trique";"la";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"344";"-";"-";"-";"+";"-";"-";"-";"trophée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"345";"-";"-";"+";"-";"-";"-";"-";"ultimatum";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"~";"~";"~"
"346";"-";"-";"-";"-";"-";"-";"+";"uppercut";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"
"347";"-";"+";"-";"+";"-";"-";"-";"vacation";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"~";"~";"~"
"348";"-";"-";"+";"-";"-";"-";"-";"verdict";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"349";"-";"+";"-";"-";"-";"-";"-";"viatique";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"+";"~";"~";"~"
"350";"-";"-";"-";"-";"-";"-";"-";"vie";"la";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"~";"~";"~"
"351";"-";"+";"-";"-";"+";"-";"-";"visa";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"+";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"352";"-";"+";"-";"+";"-";"-";"-";"voix";"Poss0";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"-";"-";"~";"~";"~"
"353";"-";"-";"-";"-";"-";"+";"+";"volée";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"~";"~";"~"

